EmployeeID,FullName,Department,Gender,Age,AnnualSalary,Country
E01952,Everett Lee,IT,Male,45,90770.00,United States
E00116,Madelyn Mehta,Sales,Female,64,55369.00,United States
E04811,Athena Vasquez,Engineering,Female,59,69578.00,Brazil
E00624,William Watson,Accounting,Male,41,167526.00,United States
E03404,Everleigh Nunez,Engineering,Female,42,65507.00,Brazil
E01845,Leo Fernandez,Finance,Male,54,108268.00,Brazil
E04784,Joshua Lin,IT,Male,37,80055.00,China
E00145,Alexander Rivera,Sales,Male,58,76802.00,Brazil
E00218,David Desai,Sales,Male,47,253249.00,United States
E02185,Aubrey Yoon,Human Resources,Female,60,78388.00,China
E01070,Grayson Brown,IT,Male,38,249870.00,United States
E03807,Noah Chen,Marketing,Male,63,148321.00,China
E00784,Ella Nguyen,IT,Female,60,90258.00,China
E04925,Athena Jordan,IT,Female,42,72486.00,United States
E04448,Adrian Ruiz,Finance,Male,34,95499.00,Brazil
E04817,Zoe Sanchez,Accounting,Female,53,90212.00,Brazil
E00325,Jameson Chen,Marketing,Male,39,254057.00,China
E00403,Liliana Soto,Human Resources,Female,58,43001.00,United States
E00436,Lincoln Reyes,IT,Male,60,85120.00,United States
E04358,Grayson Soto,Human Resources,Male,34,52200.00,United States
E04662,Julia Morris,Human Resources,Female,60,150855.00,United States
E01496,Ava Ortiz,IT,Female,53,65702.00,United States
E01870,Carson Chau,Finance,Male,58,162038.00,China
E03971,Lillian Chen,Marketing,Female,25,157057.00,United States
E03616,Josiah Lewis,IT,Male,46,127559.00,United States
E00153,Claire Jones,Engineering,Female,39,62644.00,United States
E02313,Jeremiah Lu,IT,Male,50,73907.00,China
E02960,Nova Hill,Accounting,Female,56,90040.00,United States
E00096,Peyton Cruz,Engineering,Female,30,91134.00,Brazil
E02140,Naomi Zhao,Human Resources,Female,45,201396.00,United States
E00826,Rylee Bui,Accounting,Female,55,54733.00,China
E03881,Andrew Reed,IT,Male,28,65341.00,United States
E02604,Brooklyn Collins,Finance,Female,59,139208.00,United States
E02613,John Jung,Sales,Male,63,73200.00,China
E00864,Samantha Aguilar,Accounting,Female,46,102636.00,United States
E01760,Madeline Acosta,Sales,Female,26,87427.00,Brazil
E03223,Ethan Joseph,IT,Male,45,49219.00,United States
E01262,Miles Mehta,Finance,Male,50,106437.00,China
E01075,Joshua Juarez,Finance,Male,46,64364.00,Brazil
E00364,Matthew Howard,Human Resources,Male,50,172180.00,United States
E04108,Jade Figueroa,Sales,Female,33,88343.00,Brazil
E02917,Everett Morales,IT,Male,57,66649.00,Brazil
E03720,Genesis Hunter,Finance,Female,48,102847.00,United States
E03393,Henry Figueroa,Finance,Male,46,134881.00,Brazil
E02977,Nicholas Song,Marketing,Male,52,68807.00,China
E03371,Jack Alexander,IT,Male,56,228822.00,United States
E02531,Jameson Foster,Marketing,Male,28,43391.00,United States
E02473,Leonardo Lo,Engineering,Male,29,91782.00,China
E02468,Ella Huang,Marketing,Female,45,211637.00,United States
E01499,Liam Jordan,IT,Male,28,73255.00,United States
E03697,Isaac Woods,Sales,Male,28,108826.00,United States
E00593,Luke Wilson,IT,Male,34,94352.00,United States
E01103,Lyla Alvarez,IT,Female,55,73955.00,United States
E03889,Caleb Flores,Human Resources,Male,34,113909.00,Brazil
E01958,Angel Lin,IT,Male,27,92321.00,United States
E01870,Easton Moore,IT,Male,52,99557.00,United States
E01167,Kinsley Collins,Engineering,Female,28,115854.00,United States
E00099,Brooklyn Salazar,IT,Female,44,82462.00,United States
E00044,Scarlett Jenkins,IT,Female,53,198473.00,United States
E00711,Melody Chin,Finance,Female,43,153492.00,United States
E04795,Eloise Alexander,Human Resources,Female,28,208210.00,United States
E03912,Carter Turner,Marketing,Male,33,91632.00,United States
E02103,Andrew Ma,Human Resources,Male,31,71755.00,China
E04213,Hailey Xi,Accounting,Female,52,111006.00,China
E04756,Aiden Le,IT,Male,55,99774.00,United States
E04114,Christopher Lim,IT,Male,55,184648.00,China
E01423,James Castillo,IT,Male,51,247874.00,Brazil
E03181,Greyson Dang,Engineering,Male,60,62239.00,China
E03305,Hannah King,Accounting,Female,31,114911.00,United States
E00703,Wesley Dominguez,Engineering,Male,45,115490.00,United States
E04403,Dominic Hu,Accounting,Male,34,118708.00,China
E00103,Nora Park,Accounting,Female,29,197649.00,United States
E04487,Audrey Hwang,Accounting,Female,45,89841.00,China
E01194,Ella Jenkins,Finance,Female,52,61026.00,United States
E02179,Peyton Owens,Engineering,Female,48,96693.00,United States
E04242,Alice Lopez,Engineering,Female,48,82907.00,United States
E01371,Dominic Le,Marketing,Male,41,257194.00,China
E03065,Ezra Ortiz,Engineering,Male,41,94658.00,United States
E01377,Grayson Luu,Engineering,Male,55,89419.00,China
E03097,Brooks Stewart,Human Resources,Male,45,51983.00,United States
E01668,Naomi Xi,Finance,Female,53,179494.00,China
E03354,Silas Estrada,IT,Male,49,68426.00,Brazil
E02088,Skylar Ayala,Finance,Female,55,144986.00,United States
E03980,Lydia Huynh,Sales,Female,45,60113.00,United States
E00972,Hazel Cortez,Human Resources,Female,52,50548.00,Brazil
E00824,Everleigh Adams,Marketing,Female,33,68846.00,United States
E04359,Layla Salazar,IT,Female,59,90901.00,United States
E03113,Willow Chen,Accounting,Female,50,102033.00,United States
E01488,Penelope Griffin,Sales,Female,61,151783.00,United States
E01787,Lillian Romero,Engineering,Female,27,170164.00,United States
E03550,Stella Wu,Marketing,Female,35,155905.00,United States
E01052,Parker Vang,Sales,Male,40,50733.00,United States
E04799,Mila Roberts,Human Resources,Female,30,88663.00,United States
E03402,Isaac Liu,Engineering,Male,60,88213.00,China
E04128,Jacob Doan,Sales,Male,55,67130.00,United States
E00013,Raelynn Ma,Finance,Female,33,94876.00,United States
E03114,Jameson Juarez,Engineering,Male,62,98230.00,United States
E04004,Everleigh Shah,Engineering,Female,36,96757.00,United States
E04472,Alexander Foster,Marketing,Male,35,51513.00,United States
E00161,Ryan Ha,Marketing,Male,60,234311.00,United States
E04417,Chloe Salazar,Human Resources,Female,45,152353.00,United States
E04536,Layla Scott,Accounting,Female,48,124774.00,United States
E02534,Leah Khan,Marketing,Female,36,157070.00,China
E02857,Mason Jimenez,Finance,Male,44,130133.00,United States
E03059,Hailey Dang,Marketing,Female,64,108780.00,China
E02477,Amelia Bui,Engineering,Female,46,151853.00,China
E00022,Elena Her,Sales,Female,62,64669.00,China
E03370,Ian Cortez,Marketing,Male,61,69352.00,Brazil
E00555,Christian Ali,Marketing,Male,65,74631.00,China
E03160,Carter Ortiz,Engineering,Male,54,96441.00,Brazil
E03919,Grayson Chan,Engineering,Male,46,114250.00,China
E01724,Nolan Molina,IT,Male,36,70165.00,Brazil
E04087,Adam Kaur,IT,Male,60,109059.00,China
E02856,Amelia Kaur,Engineering,Female,30,77442.00,United States
E03805,Autumn Gonzales,Sales,Female,34,72126.00,Brazil
E00319,Ezra Wilson,IT,Male,55,70334.00,United States
E01090,Jacob Cheng,Engineering,Male,59,78006.00,United States
E04323,Melody Valdez,IT,Female,28,160385.00,United States
E02687,Caroline Nelson,Finance,Female,36,202323.00,United States
E01407,Ellie Guerrero,Human Resources,Female,29,141555.00,Brazil
E02748,Genesis Zhu,Finance,Female,34,184960.00,United States
E01995,Jonathan Ho,IT,Male,37,221592.00,United States
E01714,Savannah Park,Human Resources,Female,44,53301.00,United States
E04491,Nathan Chan,IT,Male,45,91276.00,United States
E01076,Sofia Vu,Human Resources,Female,52,140042.00,United States
E04131,Ruby Choi,Accounting,Female,40,57225.00,United States
E02843,Lily Pena,Human Resources,Female,55,102839.00,United States
E03758,Liam Zhang,Marketing,Male,29,199783.00,United States
E02063,Ian Gutierrez,Human Resources,Male,32,70980.00,Brazil
E00638,David Simmons,Marketing,Male,51,104431.00,United States
E03571,Lincoln Henderson,Human Resources,Male,28,48510.00,United States
E01820,Nathan Miller,Engineering,Male,27,70110.00,United States
E01712,James Singh,Marketing,Male,45,186138.00,China
E00184,Kayden Ortega,Accounting,Male,58,56350.00,Brazil
E02706,Lucy Figueroa,Finance,Female,45,149761.00,United States
E02899,Joshua Cortez,Finance,Male,44,126277.00,Brazil
E02478,Alexander Morris,Sales,Male,33,119631.00,United States
E04170,Grayson Chin,IT,Male,26,256561.00,United States
E00929,Allison Espinoza,IT,Female,45,66958.00,United States
E00530,Naomi Chu,Sales,Female,46,158897.00,China
E03824,Jameson Martin,IT,Male,37,71695.00,United States
E02492,Sebastian Gupta,Marketing,Male,40,73779.00,China
E01733,Eloise Pham,Sales,Female,45,123640.00,China
E02857,Valentina Davis,Sales,Female,33,46878.00,United States
E04938,Brooklyn Daniels,Marketing,Female,64,57032.00,United States
E04952,Paisley Gomez,Sales,Female,57,98150.00,Brazil
E02420,Madison Li,Marketing,Female,35,171426.00,China
E01639,Everleigh Simmons,Finance,Female,55,48266.00,United States
E03947,Logan Soto,Finance,Male,36,223404.00,United States
E04535,Charlotte Vo,IT,Female,57,74854.00,United States
E00380,Alice Thompson,Accounting,Female,48,217783.00,United States
E01432,Peyton Garza,IT,Female,53,44735.00,Brazil
E02628,Nora Nelson,Finance,Female,41,50685.00,United States
E03578,Maverick Li,Sales,Male,34,58993.00,United States
E03563,Ian Barnes,Engineering,Male,47,115765.00,United States
E02781,Athena Vu,Accounting,Female,63,193044.00,United States
E04739,Ruby Washington,Marketing,Female,65,56686.00,United States
E02665,Bella Butler,Finance,Female,33,131652.00,United States
E04132,Kinsley Henry,Marketing,Female,45,150577.00,United States
E00276,Kennedy Romero,Engineering,Female,37,87359.00,Brazil
E04277,Zoe Do,Sales,Female,60,51877.00,China
E03890,Everett Khan,IT,Male,43,86417.00,United States
E02012,Anna Han,IT,Female,65,96548.00,United States
E02881,Leilani Sharma,Accounting,Female,43,92940.00,China
E03750,Jordan Cho,Accounting,Male,28,61410.00,United States
E00605,Nova Williams,Finance,Female,61,110302.00,United States
E04641,Scarlett Hill,Engineering,Female,45,187205.00,United States
E01019,Dominic Scott,Sales,Male,45,81687.00,United States
E01519,Anthony Marquez,IT,Male,54,241083.00,United States
E03694,Elena Patterson,Finance,Female,38,223805.00,United States
E01123,Madison Nelson,Accounting,Female,27,161759.00,United States
E01366,William Walker,IT,Male,40,95899.00,United States
E04005,Lincoln Wong,Finance,Male,49,80700.00,United States
E02770,James Huang,Human Resources,Male,54,128136.00,China
E04018,Emery Ford,Marketing,Female,39,58745.00,United States
E01591,Paisley Trinh,IT,Female,57,76202.00,United States
E04940,Hudson Williams,Sales,Male,36,195200.00,United States
E03465,Harper Phan,Finance,Female,45,71454.00,China
E03870,Madeline Allen,IT,Female,30,94652.00,United States
E01927,Charles Moore,IT,Male,34,63411.00,United States
E03064,Lincoln Fong,Sales,Male,31,67171.00,China
E01883,Isla Guzman,Accounting,Female,28,152036.00,Brazil
E03984,Hailey Foster,Engineering,Female,55,95562.00,United States
E00446,Hudson Hill,Sales,Male,30,96092.00,United States
E02825,Wyatt Li,Engineering,Male,63,254289.00,United States
E04174,Maverick Henry,IT,Male,26,69110.00,United States
E01899,Xavier Jackson,Marketing,Male,52,236314.00,United States
E02562,Christian Medina,Marketing,Male,51,45206.00,United States
E01006,Autumn Leung,Finance,Female,25,210708.00,United States
E02903,Robert Vazquez,IT,Male,40,87770.00,United States
E03642,Aria Roberts,Accounting,Female,38,106858.00,United States
E02884,Axel Johnson,Human Resources,Male,60,155788.00,United States
E00701,Madeline Garcia,Human Resources,Female,45,74891.00,Brazil
E04720,Christopher Chung,Engineering,Male,28,95670.00,United States
E01985,Eliana Turner,Sales,Female,65,67837.00,United States
E03273,Daniel Shah,Sales,Male,41,72425.00,China
E02415,Penelope Gonzalez,Sales,Female,52,93103.00,United States
E02877,Mila Allen,Engineering,Female,56,76272.00,United States
E00091,Emilia Chu,Finance,Female,48,55760.00,United States
E02563,Emily Clark,Accounting,Female,36,253294.00,United States
E04221,Roman King,Finance,Male,60,58671.00,United States
E04887,Emery Do,Sales,Female,40,55457.00,United States
E03170,Autumn Thao,Sales,Female,63,72340.00,United States
E01636,Naomi Coleman,Marketing,Female,29,122054.00,United States
E01387,Cora Zheng,IT,Female,27,167100.00,China
E01363,Ayla Daniels,IT,Female,53,78153.00,United States
E02249,Allison Daniels,Finance,Female,37,103524.00,United States
E02987,Mateo Harris,IT,Male,30,119906.00,United States
E03655,Samantha Rogers,Marketing,Female,28,45061.00,United States
E04048,Julian Lee,IT,Male,51,91399.00,United States
E03626,Nicholas Avila,IT,Male,28,97336.00,United States
E03694,Hailey Watson,Accounting,Female,31,124629.00,United States
E02920,Willow Woods,Human Resources,Female,28,231850.00,United States
E03220,Alexander Gonzales,Accounting,Male,34,128329.00,United States
E01347,Aiden Gonzales,Marketing,Male,44,186033.00,Brazil
E03968,Joshua Chin,Marketing,Male,60,121480.00,United States
E04299,Paisley Hall,Human Resources,Female,41,153275.00,United States
E01150,Allison Leung,Sales,Female,62,97830.00,United States
E03774,Hannah Mejia,Marketing,Female,47,239394.00,United States
E01638,Elizabeth Huang,Finance,Female,62,49738.00,China
E01877,Abigail Garza,Accounting,Female,33,45049.00,United States
E01193,Raelynn Lu,Finance,Female,27,153628.00,China
E01789,Charles Luu,Sales,Male,25,142731.00,China
E01422,Lydia Espinoza,Marketing,Female,29,137106.00,Brazil
E00440,Adeline Thao,Finance,Female,54,183239.00,United States
E00145,Kinsley Dixon,Accounting,Female,28,45819.00,United States
E04150,Natalia Vu,Accounting,Female,54,55518.00,United States
E02846,Julia Mai,Marketing,Female,50,108134.00,China
E04247,Camila Evans,Marketing,Female,55,113950.00,United States
E02613,Everly Lai,Marketing,Female,52,182035.00,United States
E03349,Adam He,Accounting,Male,35,181356.00,China
E03648,Vivian Hunter,Sales,Female,26,66084.00,United States
E02192,Lucy Avila,IT,Female,43,76912.00,Brazil
E03981,Eliana Li,Engineering,Female,63,67987.00,United States
E03262,Logan Mitchell,Marketing,Male,65,59833.00,United States
E02716,Dominic Dinh,Marketing,Male,45,128468.00,United States
E00245,Lucas Daniels,Sales,Male,42,102440.00,United States
E04123,Andrew Holmes,IT,Male,59,246619.00,United States
E03471,Julia Sandoval,Human Resources,Female,42,101143.00,United States
E00717,Kennedy Vargas,Human Resources,Female,45,51404.00,Brazil
E01966,Thomas Williams,Engineering,Male,45,87292.00,United States
E03683,Raelynn Hong,Marketing,Female,28,182321.00,China
E03694,Eli Reed,IT,Male,51,53929.00,United States
E04766,Lyla Yoon,Accounting,Female,38,191571.00,United States
E01465,Hannah White,Accounting,Female,62,150555.00,United States
E00206,Theodore Xi,Finance,Male,52,122890.00,China
E04088,Ezra Liang,Finance,Male,52,216999.00,United States
E02066,Grayson Yee,Human Resources,Male,48,110565.00,China
E03227,Eli Richardson,IT,Male,38,48762.00,United States
E03364,Audrey Lee,Engineering,Female,51,87036.00,China
E00607,Jameson Allen,Marketing,Male,32,177443.00,United States
E02258,Eliza Chen,IT,Female,36,75862.00,United States
E03681,Lyla Chen,Human Resources,Female,45,90870.00,United States
E02298,Emily Doan,Engineering,Female,32,99202.00,United States
E02984,Jack Mai,Marketing,Male,45,92293.00,China
E02440,Grayson Turner,IT,Male,54,63196.00,United States
E04699,Ivy Tang,Engineering,Female,48,65340.00,China
E03579,Robert Zhang,Marketing,Male,45,202680.00,United States
E01649,Eva Alvarado,IT,Female,46,77461.00,Brazil
E04969,Abigail Vang,Engineering,Female,40,109680.00,China
E00170,Claire Adams,Sales,Female,61,159567.00,United States
E00955,Theodore Marquez,Engineering,Male,54,94407.00,Brazil
E00810,Hunter Nunez,Human Resources,Male,62,234594.00,United States
E02798,Charles Henderson,IT,Male,48,43080.00,United States
E04542,Camila Cortez,Marketing,Female,29,129541.00,United States
E02818,Aaron Garza,Sales,Male,39,165756.00,United States
E02907,Jose Singh,Finance,Male,44,142878.00,United States
E00023,Gabriel Joseph,Engineering,Male,52,187992.00,United States
E02391,Natalia Santos,Human Resources,Female,45,249801.00,Brazil
E01429,Dylan Wilson,IT,Male,48,76505.00,United States
E00494,Robert Alvarez,IT,Male,39,84297.00,Brazil
E00634,Samantha Chavez,Sales,Female,53,75769.00,Brazil
E01249,Samuel Bailey,Accounting,Male,41,235619.00,United States
E04683,Ezekiel Delgado,Engineering,Male,40,187187.00,Brazil
E04732,Benjamin Ramirez,IT,Male,48,68987.00,United States
E03834,Anthony Carter,Engineering,Male,41,155926.00,United States
E02923,Ethan Tang,Accounting,Male,54,93668.00,United States
E02642,Sebastian Rogers,Human Resources,Male,38,69647.00,United States
E00981,Miles Thao,IT,Male,57,63318.00,United States
E04157,William Cao,Marketing,Male,63,77629.00,China
E03528,Leo Hsu,Human Resources,Male,62,138808.00,China
E04547,Avery Grant,IT,Female,49,88777.00,United States
E04415,Penelope Fong,Accounting,Female,60,186378.00,China
E04484,Vivian Thao,Engineering,Female,45,60017.00,United States
E02800,Eva Estrada,Sales,Female,45,148991.00,Brazil
E04926,Emma Luna,Engineering,Female,52,97398.00,Brazil
E01268,Charlotte Wu,Human Resources,Female,63,72805.00,China
E04853,Vivian Chu,Sales,Female,46,72131.00,China
E01209,Jayden Williams,Human Resources,Male,64,104668.00,United States
E02024,Amelia Bell,Sales,Female,53,89769.00,United States
E02427,Addison Mehta,Sales,Female,27,127616.00,United States
E00276,Alexander Jackson,Human Resources,Male,45,109883.00,United States
E00951,Everly Lin,Human Resources,Female,25,47974.00,China
E03248,Lyla Stewart,IT,Female,43,120321.00,United States
E04444,Brooklyn Ruiz,IT,Female,61,57446.00,United States
E02307,Skylar Evans,Accounting,Female,42,174099.00,United States
E02375,Lincoln Huynh,Finance,Male,63,128703.00,United States
E02276,Hazel Griffin,Engineering,Female,32,65247.00,United States
E02649,Charles Gonzalez,Engineering,Male,27,64247.00,Brazil
E00503,Leah Patterson,Human Resources,Female,33,118253.00,United States
E01706,Avery Sun,Engineering,Female,45,109422.00,China
E00676,Isaac Yoon,Human Resources,Male,41,126950.00,United States
E02005,Isabella Bui,IT,Female,36,97500.00,United States
E01895,Gabriel Zhou,IT,Male,25,41844.00,China
E01396,Jack Vu,Accounting,Male,43,58875.00,China
E00749,Valentina Moua,Sales,Female,37,64204.00,United States
E01941,Quinn Trinh,Sales,Female,42,67743.00,China
E01413,Caroline Nelson,Sales,Female,60,71677.00,United States
E03928,Miles Dang,IT,Male,61,40063.00,United States
E04109,Leah Bryant,IT,Female,55,40124.00,United States
E03994,Henry Jung,Engineering,Male,57,103183.00,United States
E00639,Benjamin Mai,IT,Male,54,95239.00,United States
E00608,Anna Han,Engineering,Female,29,75012.00,United States
E04189,Ariana Kim,IT,Female,33,96366.00,China
E02732,Alice Tran,Marketing,Female,39,40897.00,United States
E00324,Hailey Song,Finance,Female,37,124928.00,China
E00518,Lydia Morales,Finance,Female,51,108221.00,Brazil
E01286,Liam Sanders,Human Resources,Male,46,75579.00,United States
E04564,Luke Sanchez,Human Resources,Male,41,129903.00,Brazil
E02033,Grace Sun,Finance,Female,25,186870.00,China
E00412,Ezra Banks,Sales,Male,37,57531.00,United States
E01844,Jayden Kang,Finance,Male,46,55894.00,United States
E00667,Skylar Shah,Engineering,Female,42,72903.00,United States
E02639,Sebastian Le,Finance,Male,37,45369.00,China
E00287,Luca Nelson,Finance,Male,60,106578.00,United States
E02235,Riley Ramirez,Human Resources,Female,52,92994.00,United States
E02720,Jaxon Fong,Sales,Male,59,83685.00,China
E03583,Kayden Jordan,IT,Male,48,99335.00,United States
E01188,Alexander James,Human Resources,Male,42,131179.00,United States
E02428,Connor Luu,IT,Male,35,73899.00,China
E03289,Christopher Lam,Accounting,Male,64,252325.00,United States
E01947,Sophie Owens,Finance,Female,30,52697.00,United States
E02024,Addison Perez,Engineering,Female,29,123588.00,Brazil
E04249,Hadley Dang,Accounting,Female,47,243568.00,United States
E01090,Ethan Mehta,Sales,Male,49,199176.00,United States
E03830,Madison Her,IT,Female,56,82806.00,United States
E04363,Savannah Singh,Marketing,Female,53,164399.00,United States
E04920,Nevaeh Hsu,Human Resources,Female,32,154956.00,United States
E03866,Jordan Zhu,Marketing,Male,32,143970.00,United States
E03521,Jackson Navarro,Sales,Male,52,163143.00,Brazil
E04095,Sadie Patterson,Accounting,Female,38,89390.00,United States
E04079,Christopher Butler,IT,Male,41,67468.00,United States
E01508,Penelope Rodriguez,Engineering,Female,49,100810.00,Brazil
E02259,Emily Lau,Finance,Female,35,74779.00,United States
E04972,Sophie Oh,IT,Female,29,63985.00,United States
E01834,Chloe Allen,IT,Female,64,77903.00,United States
E03124,Caleb Nelson,Marketing,Male,33,164396.00,United States
E01898,Oliver Moua,IT,Male,29,71234.00,United States
E00342,Wesley Doan,Finance,Male,63,122487.00,China
E03910,Nova Hsu,Human Resources,Female,32,101870.00,United States
E00862,Levi Moreno,IT,Male,64,40316.00,Brazil
E02576,Gianna Ha,IT,Female,55,115145.00,China
E00035,Lillian Gonzales,IT,Female,43,62335.00,Brazil
E01832,Ezra Singh,Finance,Male,56,41561.00,United States
E01755,Audrey Patel,Finance,Female,37,131183.00,China
E00465,Brooklyn Cho,IT,Female,45,92655.00,China
E02391,Piper Ramos,Sales,Female,49,157057.00,United States
E04697,Eleanor Williams,IT,Female,61,64462.00,United States
E00371,Melody Grant,Engineering,Female,41,79352.00,United States
E02992,Paisley Sanders,Marketing,Female,55,157812.00,United States
E04369,Santiago f Gray,Engineering,Male,27,80745.00,United States
E00592,Josephine Richardson,IT,Female,57,75354.00,United States
E03532,Jaxson Santiago,Engineering,Male,56,78938.00,United States
E00863,Lincoln Ramos,Engineering,Male,59,96313.00,United States
E03310,Dylan Campbell,Engineering,Male,45,153767.00,United States
E01883,Olivia Gray,Marketing,Female,42,103423.00,United States
E01242,Emery Doan,Engineering,Female,25,86464.00,China
E02535,Caroline Perez,Engineering,Female,29,80516.00,Brazil
E00369,Genesis Woods,Human Resources,Female,33,105390.00,United States
E03332,Ruby Sun,IT,Female,50,83418.00,China
E03278,Nevaeh James,IT,Female,45,66660.00,United States
E02492,Parker Sandoval,Human Resources,Male,59,101985.00,United States
E03055,Austin Rojas,Finance,Male,29,199504.00,United States
E01943,Vivian Espinoza,Sales,Female,52,147966.00,Brazil
E01388,Cooper Gupta,Human Resources,Male,58,41728.00,China
E00717,Axel Santos,Accounting,Male,62,94422.00,United States
E04637,Samuel Song,Sales,Male,31,191026.00,United States
E03240,Aiden Silva,IT,Male,42,186725.00,Brazil
E00340,Eliana Allen,Human Resources,Female,56,52800.00,United States
E04751,Grayson James,Engineering,Male,54,113982.00,United States
E04636,Hailey Yee,Sales,Female,54,56239.00,China
E00568,Ian Vargas,Sales,Male,26,44732.00,Brazil
E02938,John Trinh,Marketing,Male,49,153961.00,China
E00555,Sofia Trinh,IT,Female,45,68337.00,China
E01111,Santiago f Moua,Human Resources,Male,45,145093.00,United States
E03149,Layla Collins,IT,Female,26,74170.00,United States
E00952,Jaxon Powell,Engineering,Male,59,62605.00,United States
E04380,Naomi Washington,IT,Female,51,107195.00,United States
E04095,Ryan Holmes,Marketing,Male,45,127422.00,United States
E04994,Bella Holmes,Accounting,Female,35,161269.00,United States
E00447,Hailey Sanchez,Marketing,Female,32,203445.00,Brazil
E00089,Sofia Yoon,Human Resources,Female,37,131353.00,China
E02035,Eli Rahman,IT,Male,45,88182.00,China
E03595,Christopher Howard,IT,Male,61,75780.00,United States
E03611,Alice Mehta,Sales,Female,45,52621.00,China
E04464,Cooper Yoon,Engineering,Male,60,106079.00,United States
E02135,John Delgado,IT,Male,30,92058.00,United States
E01684,Jaxson Liang,Engineering,Male,64,67114.00,United States
E02968,Caroline Santos,Finance,Female,25,56565.00,Brazil
E03362,Lily Henderson,Human Resources,Female,61,64937.00,United States
E01108,Hannah Martinez,Marketing,Female,65,127626.00,United States
E02217,William Phillips,IT,Male,61,88478.00,United States
E03519,Eliza Zheng,IT,Female,48,91679.00,China
E01967,John Dang,Sales,Male,58,199848.00,China
E01125,Joshua Yang,IT,Male,34,61944.00,China
E03795,Hazel Young,Sales,Female,30,154624.00,United States
E00508,Thomas Jung,Accounting,Male,50,79447.00,China
E02047,Xavier Perez,Sales,Male,51,71111.00,Brazil
E01582,Elijah Coleman,Sales,Male,53,159538.00,United States
E02563,Clara Sanchez,Engineering,Female,47,111404.00,Brazil
E04872,Isaac Stewart,Marketing,Male,25,172007.00,United States
E03159,Claire Romero,Marketing,Female,37,219474.00,Brazil
E01337,Andrew Coleman,Finance,Male,41,174415.00,United States
E00102,Riley Rojas,IT,Female,36,90333.00,Brazil
E03637,Landon Thao,Human Resources,Male,25,67299.00,United States
E03455,Hadley Ford,IT,Female,52,45286.00,United States
E03354,Austin Brown,Marketing,Male,48,194723.00,United States
E01225,Christian Fong,Sales,Male,49,109850.00,China
E01264,Hazel Alvarez,Human Resources,Female,62,45295.00,Brazil
E02274,Isabella Bailey,IT,Female,36,61310.00,United States
E02848,Lincoln Huynh,IT,Male,55,87851.00,China
E00480,Hadley Yee,Human Resources,Female,31,47913.00,United States
E00203,Julia Doan,Human Resources,Female,53,46727.00,United States
E00647,Dylan Ali,Human Resources,Male,27,133400.00,United States
E03296,Eloise Trinh,IT,Female,39,90535.00,United States
E02453,Dylan Kumar,Marketing,Male,55,93343.00,China
E00647,Emily Gupta,Human Resources,Female,44,63705.00,United States
E02522,Silas Rivera,Sales,Male,48,258081.00,United States
E00459,Jackson Jordan,Human Resources,Male,48,54654.00,United States
E03007,Isaac Joseph,Sales,Male,54,58006.00,United States
E04035,Hailey Lai,Finance,Female,42,150034.00,China
E00952,Leilani Thao,Human Resources,Female,38,198562.00,United States
E03863,Madeline Watson,Sales,Female,40,62411.00,United States
E02710,Silas Huang,Engineering,Male,57,111299.00,United States
E01895,Peyton Walker,Marketing,Female,43,41545.00,United States
E01339,Jeremiah Hernandez,IT,Male,26,74467.00,United States
E02938,Jace Washington,Accounting,Male,44,117545.00,United States
E03379,Landon Kim,Human Resources,Male,50,117226.00,United States
E02153,Peyton Vasquez,Accounting,Female,26,55767.00,United States
E00994,Charlotte Baker,Sales,Female,29,60930.00,United States
E00943,Elena Mendoza,Sales,Female,27,154973.00,Brazil
E00869,Nova Lin,IT,Female,33,69332.00,United States
E03457,Ivy Desai,Engineering,Female,59,119699.00,China
E02193,Josephine Acosta,Human Resources,Female,40,198176.00,Brazil
E00577,Nora Nunez,Finance,Female,45,58586.00,Brazil
E00538,Caleb Xiong,Sales,Male,38,74010.00,United States
E01415,Henry Green,Sales,Male,32,96598.00,United States
E00717,Madelyn Chan,Sales,Female,64,106444.00,United States
E00225,Angel Delgado,Finance,Male,31,156931.00,United States
E02889,Mia Herrera,Marketing,Female,43,171360.00,Brazil
E04978,Peyton Harris,IT,Female,45,64505.00,United States
E04163,David Herrera,Engineering,Male,32,102298.00,Brazil
E01652,Avery Dominguez,Sales,Female,27,133297.00,Brazil
E00880,Grace Carter,Human Resources,Female,25,155080.00,United States
E04335,Parker Allen,Sales,Male,31,81828.00,United States
E01300,Sadie Lee,Marketing,Female,65,149417.00,China
E03102,Cooper Valdez,Sales,Male,50,113269.00,Brazil
E04089,Sebastian Fong,IT,Male,46,136716.00,United States
E02059,Roman Munoz,Sales,Male,54,122644.00,United States
E03894,Charlotte Chang,Sales,Female,50,106428.00,United States
E03106,Xavier Davis,Finance,Male,36,238236.00,United States
E01350,Natalie Carter,Finance,Female,64,153253.00,United States
E02900,Elena Richardson,Accounting,Female,34,103707.00,United States
E02202,Emilia Bailey,Accounting,Female,41,245360.00,United States
E02696,Ryan Lu,Engineering,Male,25,67275.00,United States
E01722,Asher Huynh,IT,Male,45,101288.00,United States
E04562,Kinsley Martinez,Human Resources,Female,52,177443.00,Brazil
E00640,Paisley Bryant,IT,Female,37,91400.00,United States
E02554,Joshua Ramirez,Human Resources,Male,44,181247.00,Brazil
E03412,Joshua Martin,Human Resources,Male,42,135558.00,United States
